Date,Rainfall_Mangona,Rain_sum_previous_21_days,day_of_year,week_of_year,Rain_sum_previous_28_days,Rain_sum_previous_14_days,quarter,Rainfall_S_Piero,year_month,Rain_weekly_sum_3_weeks_before,Rain_weekly_sum_2_weeks_before,Rainfall_S_Agata,month,Rainfall_Le_Croci,season,Rain_weekly_sum_4_weeks_before,Rain_sum_previous_7_days,Temperature_Le_Croci,sum_Rainfall,mean_Rainfall,Rainfall_Cavallina,year,Flow_Rate,Lake_Level
2004-05-06,13.0,132.89999999999998,127,19,143.85,95.44999999999999,2,14.2,2004-05-06,37.44999999999999,12.099999999999994,11.4,5,29.6,2,10.950000000000017,83.35,10.15,57.6,14.4,19.0,2004,38.5,252.36
2004-05-07,8.8,139.34999999999997,128,19,152.29999999999998,104.04999999999998,2,8.2,2004-05-07,35.29999999999998,12.399999999999991,9.8,5,6.6,2,12.950000000000017,91.64999999999999,9.25,34.4,8.6,7.6,2004,32.2,252.23
2004-05-08,23.2,139.54999999999998,129,19,161.55,121.14999999999998,2,11.0,2004-05-08,18.400000000000006,15.649999999999991,17.8,5,14.0,2,22.00000000000003,105.49999999999999,9.1,68.39999999999999,17.099999999999998,16.4,2004,27.2,252.18
2004-05-09,1.4,135.35,130,19,162.05,109.74999999999999,2,0.0,2004-05-09,25.60000000000001,3.5999999999999943,0.4,5,0.6,2,26.700000000000017,106.14999999999999,9.85,2.6,0.65,0.8,2004,21.4,252.12
2004-05-10,0.0,132.54999999999998,131,20,162.05,109.69999999999999,2,0.0,2004-05-10,22.849999999999994,7.099999999999994,0.0,5,0.0,2,29.50000000000003,102.6,11.05,0.0,0.0,0.0,2004,10.9,252.06
2004-05-11,0.0,122.54999999999998,132,20,159.4,109.69999999999999,2,0.0,2004-05-11,12.849999999999994,12.699999999999989,0.0,5,0.2,2,36.85000000000002,97.0,12.1,0.0,0.0,0.0,2004,7.0,252.08
2004-05-12,2.4,123.49999999999999,133,20,160.9,111.35,2,1.4,2004-05-12,12.149999999999991,45.599999999999994,1.2,5,1.4,2,37.40000000000002,65.75,15.35,6.6000000000000005,1.6500000000000001,1.6,2004,9.1,252.08
2004-05-13,0.4,123.54999999999998,134,20,161.0,111.44999999999999,2,0.0,2004-05-13,12.099999999999994,68.94999999999999,0.0,5,0.0,2,37.45000000000002,42.5,14.3,0.4,0.1,0.0,2004,9.1,252.08
2004-05-14,0.0,123.54999999999998,135,20,158.85,111.14999999999999,2,0.0,2004-05-14,12.399999999999991,83.04999999999998,0.0,5,0.0,2,35.30000000000001,28.1,14.2,0.0,0.0,0.0,2004,8.0,252.08
2004-05-15,0.0,123.54999999999998,136,20,141.95,107.89999999999999,2,0.0,2004-05-15,15.649999999999991,88.39999999999999,0.0,5,0.0,2,18.400000000000006,19.5,16.2,0.0,0.0,0.0,2004,8.0,252.08
2004-05-16,0.0,111.49999999999999,137,20,137.1,107.89999999999999,2,0.0,2004-05-16,3.5999999999999943,105.49999999999999,0.0,5,0.0,2,25.60000000000001,2.4000000000000004,15.35,0.0,0.0,0.0,2004,7.8,252.07
2004-05-17,0.0,111.44999999999999,138,21,134.29999999999998,104.35,2,0.0,2004-05-17,7.099999999999994,102.6,0.0,5,0.0,2,22.849999999999994,1.7500000000000002,17.45,0.0,0.0,0.0,2004,6.9,252.06
2004-05-18,0.0,111.44999999999999,139,21,124.29999999999998,98.75,2,0.0,2004-05-18,12.699999999999989,97.0,0.0,5,0.0,2,12.849999999999994,1.7500000000000002,16.15,0.0,0.0,0.0,2004,6.1,252.06
2004-05-19,0.0,111.44999999999999,140,21,123.59999999999998,65.85,2,0.0,2004-05-19,45.599999999999994,64.1,0.0,5,0.0,2,12.149999999999991,1.7500000000000002,17.2,0.0,0.0,0.0,2004,5.7,252.05
2004-05-20,0.0,111.44999999999999,141,21,123.54999999999998,42.5,2,0.0,2004-05-20,68.94999999999999,42.4,0.0,5,0.0,2,12.099999999999994,0.1,16.7,0.0,0.0,0.0,2004,4.8,252.05
2004-05-21,0.0,111.14999999999999,142,21,123.54999999999998,28.1,2,0.0,2004-05-21,83.04999999999998,28.1,0.0,5,0.0,2,12.399999999999991,0.0,16.75,0.0,0.0,0.0,2004,4.8,252.04
2004-05-22,0.0,107.89999999999999,143,21,123.54999999999998,19.5,2,0.0,2004-05-22,88.39999999999999,19.5,0.0,5,0.0,2,15.649999999999991,0.0,16.15,0.0,0.0,0.0,2004,4.5,252.04
2004-05-23,0.0,107.89999999999999,144,21,111.49999999999999,2.4000000000000004,2,0.0,2004-05-23,105.49999999999999,2.4000000000000004,0.0,5,0.0,2,3.5999999999999943,0.0,16.65,0.0,0.0,0.0,2004,4.1,252.04
2004-05-24,0.0,104.35,145,22,111.44999999999999,1.7500000000000002,2,0.0,2004-05-24,102.6,1.7500000000000002,0.0,5,0.0,2,7.099999999999994,0.0,15.75,0.0,0.0,0.0,2004,3.3,252.03
2004-05-25,0.0,98.75,146,22,111.44999999999999,1.7500000000000002,2,0.0,2004-05-25,97.0,1.7500000000000002,0.0,5,0.0,2,12.699999999999989,0.0,15.1,0.0,0.0,0.0,2004,3.3,252.03
2004-05-26,0.0,65.85,147,22,111.44999999999999,1.7500000000000002,2,0.0,2004-05-26,64.1,1.7500000000000002,0.0,5,0.0,2,45.599999999999994,0.0,16.45,0.0,0.0,0.0,2004,3.3,252.03
2004-05-27,0.0,42.5,148,22,111.44999999999999,0.1,2,0.0,2004-05-27,42.4,0.1,0.0,5,0.0,2,68.94999999999999,0.0,17.2,0.0,0.0,0.0,2004,3.3,252.03
2004-05-28,0.0,28.299999999999997,149,22,111.35,0.2,2,0.2,2004-05-28,28.099999999999998,0.0,0.2,5,0.0,2,83.05,0.2,15.8,0.8,0.2,0.4,2004,3.3,252.03
2004-05-29,0.0,19.7,150,22,108.1,0.2,2,0.0,2004-05-29,19.5,0.0,0.0,5,0.0,2,88.39999999999999,0.2,17.05,0.0,0.0,0.0,2004,2.5,252.02
2004-05-30,0.0,2.6,151,22,108.1,0.2,2,0.0,2004-05-30,2.4,0.0,0.0,5,0.0,2,105.5,0.2,16.5,0.0,0.0,0.0,2004,2.0,252.02
2004-05-31,7.0,9.65,152,23,112.25,7.9,2,9.4,2004-05-31,1.75,0.0,5.8,5,11.2,2,102.6,7.9,14.45,30.8,7.7,8.6,2004,2.0,252.02
2004-06-01,7.2,16.7,153,23,113.7,14.95,2,7.8,2004-06-01,1.75,0.0,5.8,6,11.6,3,97.0,14.95,17.75,28.200000000000003,7.050000000000001,7.4,2004,2.0,252.02
2004-06-02,7.2,20.1,154,23,84.19999999999999,18.35,2,1.2,2004-06-02,1.75,0.0,2.6,6,0.0,3,64.1,18.35,16.1,13.6,3.4,2.6,2004,2.0,252.02
2004-06-03,7.0,24.6,155,23,67.0,24.5,2,5.6,2004-06-03,0.10000000000000142,0.0,7.2,6,6.8,3,42.4,24.5,17.85,24.599999999999998,6.1499999999999995,4.8,2004,2.0,252.02
2004-06-04,0.0,24.549999999999997,156,23,52.65,24.549999999999997,2,0.2,2004-06-04,0.0,0.0,0.0,6,0.0,3,28.1,24.549999999999997,19.0,0.2,0.05,0.0,2004,2.0,252.02
2004-06-05,0.0,27.299999999999997,157,23,46.8,27.299999999999997,2,8.0,2004-06-05,0.0,0.1999999999999993,2.6,6,0.2,3,19.5,27.099999999999998,18.7,11.0,2.75,0.4,2004,2.0,252.02
2004-06-06,4.2,32.95,158,23,35.35,32.95,2,8.0,2004-06-06,0.0,0.20000000000000284,4.2,6,7.4,3,2.3999999999999986,32.75,18.2,22.599999999999998,5.6499999999999995,6.2,2004,2.0,252.02
2004-06-07,0.0,32.95,159,24,34.7,32.95,2,0.0,2004-06-07,0.0,0.20000000000000284,0.0,6,0.0,3,1.75,32.75,16.75,0.0,0.0,0.0,2004,2.3,252.02
2004-06-08,0.0,32.95,160,24,34.7,32.95,2,0.0,2004-06-08,0.0,7.900000000000006,0.0,6,0.0,3,1.75,25.049999999999997,19.85,0.0,0.0,0.0,2004,1.7,252.01
2004-06-09,0.0,32.95,161,24,34.7,32.95,2,0.0,2004-06-09,0.0,14.950000000000006,0.0,6,0.0,3,1.75,17.999999999999996,21.65,0.0,0.0,0.0,2004,1.7,252.01
2004-06-10,0.0,32.95,162,24,33.050000000000004,32.95,2,0.0,2004-06-10,0.0,18.350000000000005,0.0,6,0.0,3,0.10000000000000142,14.599999999999998,23.3,0.0,0.0,0.0,2004,1.6,252.01
2004-06-11,0.0,32.95,163,24,32.95,32.95,2,0.0,2004-06-11,0.0,24.500000000000004,0.0,6,0.0,3,0.0,8.45,22.05,0.0,0.0,0.0,2004,1.4,252.01
2004-06-12,0.0,32.95,164,24,32.95,32.75,2,0.0,2004-06-12,0.20000000000000284,24.35,0.0,6,0.0,3,0.0,8.399999999999999,21.5,0.0,0.0,0.0,2004,0.8,252.0
2004-06-13,1.2,33.400000000000006,165,24,33.400000000000006,33.2,2,0.0,2004-06-13,0.20000000000000284,27.1,0.2,6,0.0,3,0.0,6.1,20.0,1.8,0.45,0.4,2004,0.8,252.0
2004-06-14,0.2,33.550000000000004,166,25,33.550000000000004,33.35,2,0.0,2004-06-14,0.20000000000000284,32.75,0.2,6,0.0,3,0.0,0.6000000000000001,16.8,0.6000000000000001,0.15000000000000002,0.2,2004,0.6,251.99
2004-06-15,1.2,34.35,167,25,34.35,26.45,2,0.0,2004-06-15,7.900000000000002,25.05,2.0,6,0.0,3,0.0,1.4000000000000001,18.35,3.2,0.8,0.0,2004,0.6,251.99
2004-06-16,0.0,34.35,168,25,34.35,19.4,2,0.0,2004-06-16,14.950000000000003,18.0,0.0,6,0.0,3,0.0,1.4000000000000001,20.05,0.0,0.0,0.0,2004,0.6,251.98
2004-06-17,0.0,34.35,169,25,34.35,16.0,2,0.0,2004-06-17,18.35,14.6,0.0,6,0.0,3,0.0,1.4000000000000001,19.55,0.0,0.0,0.0,2004,0.6,251.98
2004-06-18,0.0,34.35,170,25,34.35,9.850000000000001,2,0.0,2004-06-18,24.5,8.450000000000001,0.0,6,0.0,3,0.0,1.4000000000000001,19.95,0.0,0.0,0.0,2004,0.6,251.97
2004-06-19,0.0,34.15,171,25,34.35,9.8,2,0.0,2004-06-19,24.349999999999998,8.4,0.0,6,0.0,3,0.20000000000000284,1.4000000000000001,21.2,0.0,0.0,0.0,2004,0.6,251.96
2004-06-20,1.6,35.4,172,25,35.6,8.299999999999999,2,0.2,2004-06-20,27.1,5.649999999999999,2.4,6,0.4,3,0.20000000000000284,2.65,21.75,5.0,1.25,0.8,2004,0.6,251.96
2004-06-21,0.0,35.4,173,26,35.6,2.65,2,0.0,2004-06-21,32.75,0.4500000000000002,0.0,6,0.0,3,0.20000000000000284,2.1999999999999997,18.65,0.0,0.0,0.0,2004,0.6,251.95
2004-06-22,0.0,27.7,174,26,35.6,2.65,2,0.0,2004-06-22,25.05,0.6000000000000001,0.0,6,0.0,3,7.900000000000002,2.05,17.3,0.0,0.0,0.0,2004,0.6,251.94
2004-06-23,0.0,20.65,175,26,35.6,2.65,2,0.0,2004-06-23,18.0,1.4,0.0,6,0.0,3,14.950000000000003,1.25,19.2,0.0,0.0,0.0,2004,0.6,251.93
2004-06-24,0.0,17.25,176,26,35.6,2.65,2,0.0,2004-06-24,14.6,1.4,0.0,6,0.0,3,18.35,1.25,20.75,0.0,0.0,0.0,2004,0.6,251.92
2004-06-25,0.0,11.1,177,26,35.6,2.65,2,0.0,2004-06-25,8.45,1.4,0.0,6,0.0,3,24.5,1.25,20.4,0.0,0.0,0.0,2004,0.6,251.91
2004-06-26,0.0,11.049999999999999,178,26,35.4,2.65,2,0.0,2004-06-26,8.399999999999999,1.4,0.0,6,0.0,3,24.35,1.25,20.4,0.0,0.0,0.0,2004,0.6,251.9
2004-06-27,0.0,8.299999999999999,179,26,35.4,2.65,2,0.0,2004-06-27,5.649999999999999,1.4,0.0,6,0.0,3,27.1,1.25,22.65,0.0,0.0,0.0,2004,0.6,251.89
2004-06-28,0.0,2.65,180,27,35.4,2.1999999999999997,2,0.0,2004-06-28,0.4500000000000002,2.1999999999999997,0.0,6,0.0,3,32.75,0.0,24.45,0.0,0.0,0.0,2004,0.6,251.88
2004-06-29,0.0,2.65,181,27,27.7,2.05,2,0.0,2004-06-29,0.6000000000000001,2.05,0.0,6,0.0,3,25.05,0.0,24.1,0.0,0.0,0.0,2004,0.6,251.87
